videoID,day,views
GMIbZ2k_OtQ,2022-03-09,72
GMIbZ2k_OtQ,2022-03-10,55
GMIbZ2k_OtQ,2022-03-11,59
GMIbZ2k_OtQ,2022-03-12,54
GMIbZ2k_OtQ,2022-03-13,58
GMIbZ2k_OtQ,2022-03-14,71
