videoID,day,views
narqn6oeExg,2022-03-09,32
narqn6oeExg,2022-03-10,36
narqn6oeExg,2022-03-11,57
narqn6oeExg,2022-03-12,20
narqn6oeExg,2022-03-13,23
narqn6oeExg,2022-03-14,30
