videoID,day,views
4zdwo7ZvhMk,2022-03-09,57
4zdwo7ZvhMk,2022-03-10,50
4zdwo7ZvhMk,2022-03-11,41
4zdwo7ZvhMk,2022-03-12,40
4zdwo7ZvhMk,2022-03-13,43
4zdwo7ZvhMk,2022-03-14,45
