videoID,day,views
1MwGXzKjFfY,2022-03-09,264
1MwGXzKjFfY,2022-03-10,279
1MwGXzKjFfY,2022-03-11,224
1MwGXzKjFfY,2022-03-12,226
1MwGXzKjFfY,2022-03-13,277
1MwGXzKjFfY,2022-03-14,289
