videoID,day,views
f1J-5kDedCs,2022-03-03,50
f1J-5kDedCs,2022-03-04,53
f1J-5kDedCs,2022-03-05,46
f1J-5kDedCs,2022-03-06,50
f1J-5kDedCs,2022-03-07,74
f1J-5kDedCs,2022-03-08,79
f1J-5kDedCs,2022-03-09,100
f1J-5kDedCs,2022-03-10,106
f1J-5kDedCs,2022-03-11,101
f1J-5kDedCs,2022-03-12,105
f1J-5kDedCs,2022-03-13,105
f1J-5kDedCs,2022-03-14,89
