videoID,day,views
5XmJrQdsqyQ,2022-03-09,77
5XmJrQdsqyQ,2022-03-10,71
5XmJrQdsqyQ,2022-03-11,56
5XmJrQdsqyQ,2022-03-12,68
5XmJrQdsqyQ,2022-03-13,68
5XmJrQdsqyQ,2022-03-14,84
