videoID,day,views
bplidaIbbAY,2022-03-09,57
bplidaIbbAY,2022-03-10,52
bplidaIbbAY,2022-03-11,79
bplidaIbbAY,2022-03-12,49
bplidaIbbAY,2022-03-13,42
bplidaIbbAY,2022-03-14,51
