videoID,day,views
e8U6S08uP0o,2022-03-09,1138
e8U6S08uP0o,2022-03-10,1031
e8U6S08uP0o,2022-03-11,1100
e8U6S08uP0o,2022-03-12,1154
e8U6S08uP0o,2022-03-13,1265
e8U6S08uP0o,2022-03-14,1469
