videoID,day,views
9mbknq36no0,2022-03-09,12
9mbknq36no0,2022-03-10,13
9mbknq36no0,2022-03-11,13
9mbknq36no0,2022-03-12,7
9mbknq36no0,2022-03-13,8
9mbknq36no0,2022-03-14,15
