videoID,day,views
FVLjC0YvIo4,2022-03-03,27
FVLjC0YvIo4,2022-03-04,19
FVLjC0YvIo4,2022-03-05,16
FVLjC0YvIo4,2022-03-06,30
FVLjC0YvIo4,2022-03-07,22
FVLjC0YvIo4,2022-03-08,14
FVLjC0YvIo4,2022-03-09,23
FVLjC0YvIo4,2022-03-10,20
FVLjC0YvIo4,2022-03-11,22
FVLjC0YvIo4,2022-03-12,24
FVLjC0YvIo4,2022-03-13,17
FVLjC0YvIo4,2022-03-14,26
