videoID,day,views
wtg7DiSo2Fs,2022-03-03,144
wtg7DiSo2Fs,2022-03-04,147
wtg7DiSo2Fs,2022-03-05,101
wtg7DiSo2Fs,2022-03-06,86
wtg7DiSo2Fs,2022-03-07,115
wtg7DiSo2Fs,2022-03-08,86
wtg7DiSo2Fs,2022-03-09,82
wtg7DiSo2Fs,2022-03-10,132
wtg7DiSo2Fs,2022-03-11,116
wtg7DiSo2Fs,2022-03-12,115
wtg7DiSo2Fs,2022-03-13,128
wtg7DiSo2Fs,2022-03-14,129
