videoID,day,views
-aJWtxIR8-Y,2022-03-09,18
-aJWtxIR8-Y,2022-03-10,23
-aJWtxIR8-Y,2022-03-11,22
-aJWtxIR8-Y,2022-03-12,18
-aJWtxIR8-Y,2022-03-13,25
-aJWtxIR8-Y,2022-03-14,14
