videoID,day,views
Rl79BRc8zdk,2022-03-09,94
Rl79BRc8zdk,2022-03-10,84
Rl79BRc8zdk,2022-03-11,84
Rl79BRc8zdk,2022-03-12,71
Rl79BRc8zdk,2022-03-13,63
Rl79BRc8zdk,2022-03-14,78
