videoID,day,views
oZBHHXDUSI8,2022-03-09,142
oZBHHXDUSI8,2022-03-10,162
oZBHHXDUSI8,2022-03-11,169
oZBHHXDUSI8,2022-03-12,136
oZBHHXDUSI8,2022-03-13,127
oZBHHXDUSI8,2022-03-14,155
