videoID,day,views
A2L20FogdSY,2022-03-09,93
A2L20FogdSY,2022-03-10,123
A2L20FogdSY,2022-03-11,133
A2L20FogdSY,2022-03-12,173
A2L20FogdSY,2022-03-13,190
A2L20FogdSY,2022-03-14,135
