videoID,day,views
31HAFceuvb0,2022-03-03,5
31HAFceuvb0,2022-03-04,8
31HAFceuvb0,2022-03-05,5
31HAFceuvb0,2022-03-06,4
31HAFceuvb0,2022-03-07,7
31HAFceuvb0,2022-03-08,2
31HAFceuvb0,2022-03-09,2
31HAFceuvb0,2022-03-10,2
31HAFceuvb0,2022-03-11,7
31HAFceuvb0,2022-03-12,2
31HAFceuvb0,2022-03-13,5
31HAFceuvb0,2022-03-14,6
