videoID,day,views
3toAqpn8sQs,2022-03-03,1
3toAqpn8sQs,2022-03-05,3
3toAqpn8sQs,2022-03-06,3
3toAqpn8sQs,2022-03-07,1
3toAqpn8sQs,2022-03-08,2
3toAqpn8sQs,2022-03-09,1
3toAqpn8sQs,2022-03-11,1
3toAqpn8sQs,2022-03-12,2
3toAqpn8sQs,2022-03-13,1
3toAqpn8sQs,2022-03-14,4
