videoID,channelID,day,views
r5wUrY4lWDc,UC-9b7aDP6ZN0coj9-xFnrtw,2022-03-03,164
r5wUrY4lWDc,UC-9b7aDP6ZN0coj9-xFnrtw,2022-03-04,177
r5wUrY4lWDc,UC-9b7aDP6ZN0coj9-xFnrtw,2022-03-05,165
r5wUrY4lWDc,UC-9b7aDP6ZN0coj9-xFnrtw,2022-03-06,158
r5wUrY4lWDc,UC-9b7aDP6ZN0coj9-xFnrtw,2022-03-07,226
r5wUrY4lWDc,UC-9b7aDP6ZN0coj9-xFnrtw,2022-03-08,219
r5wUrY4lWDc,UC-9b7aDP6ZN0coj9-xFnrtw,2022-03-09,226
r5wUrY4lWDc,UC-9b7aDP6ZN0coj9-xFnrtw,2022-03-10,174
r5wUrY4lWDc,UC-9b7aDP6ZN0coj9-xFnrtw,2022-03-11,143
r5wUrY4lWDc,UC-9b7aDP6ZN0coj9-xFnrtw,2022-03-12,204
r5wUrY4lWDc,UC-9b7aDP6ZN0coj9-xFnrtw,2022-03-13,174
r5wUrY4lWDc,UC-9b7aDP6ZN0coj9-xFnrtw,2022-03-14,143
7As2j6a6Dmw,UC-9b7aDP6ZN0coj9-xFnrtw,2022-03-03,77
7As2j6a6Dmw,UC-9b7aDP6ZN0coj9-xFnrtw,2022-03-04,37
7As2j6a6Dmw,UC-9b7aDP6ZN0coj9-xFnrtw,2022-03-05,45
7As2j6a6Dmw,UC-9b7aDP6ZN0coj9-xFnrtw,2022-03-06,65
7As2j6a6Dmw,UC-9b7aDP6ZN0coj9-xFnrtw,2022-03-07,84
7As2j6a6Dmw,UC-9b7aDP6ZN0coj9-xFnrtw,2022-03-08,94
7As2j6a6Dmw,UC-9b7aDP6ZN0coj9-xFnrtw,2022-03-09,88
7As2j6a6Dmw,UC-9b7aDP6ZN0coj9-xFnrtw,2022-03-10,65
7As2j6a6Dmw,UC-9b7aDP6ZN0coj9-xFnrtw,2022-03-11,35
7As2j6a6Dmw,UC-9b7aDP6ZN0coj9-xFnrtw,2022-03-12,71
7As2j6a6Dmw,UC-9b7aDP6ZN0coj9-xFnrtw,2022-03-13,57
7As2j6a6Dmw,UC-9b7aDP6ZN0coj9-xFnrtw,2022-03-14,74
q_QXafM3Sk0,UC-9b7aDP6ZN0coj9-xFnrtw,2022-03-03,1064
q_QXafM3Sk0,UC-9b7aDP6ZN0coj9-xFnrtw,2022-03-04,927
q_QXafM3Sk0,UC-9b7aDP6ZN0coj9-xFnrtw,2022-03-05,952
q_QXafM3Sk0,UC-9b7aDP6ZN0coj9-xFnrtw,2022-03-06,651
q_QXafM3Sk0,UC-9b7aDP6ZN0coj9-xFnrtw,2022-03-07,878
q_QXafM3Sk0,UC-9b7aDP6ZN0coj9-xFnrtw,2022-03-08,742
q_QXafM3Sk0,UC-9b7aDP6ZN0coj9-xFnrtw,2022-03-09,1243
q_QXafM3Sk0,UC-9b7aDP6ZN0coj9-xFnrtw,2022-03-10,1200
q_QXafM3Sk0,UC-9b7aDP6ZN0coj9-xFnrtw,2022-03-11,1097
q_QXafM3Sk0,UC-9b7aDP6ZN0coj9-xFnrtw,2022-03-12,1864
q_QXafM3Sk0,UC-9b7aDP6ZN0coj9-xFnrtw,2022-03-13,1706
q_QXafM3Sk0,UC-9b7aDP6ZN0coj9-xFnrtw,2022-03-14,1954
eLt5gkTK2Eo,UC-9b7aDP6ZN0coj9-xFnrtw,2022-03-03,127
eLt5gkTK2Eo,UC-9b7aDP6ZN0coj9-xFnrtw,2022-03-04,109
eLt5gkTK2Eo,UC-9b7aDP6ZN0coj9-xFnrtw,2022-03-05,106
eLt5gkTK2Eo,UC-9b7aDP6ZN0coj9-xFnrtw,2022-03-06,111
eLt5gkTK2Eo,UC-9b7aDP6ZN0coj9-xFnrtw,2022-03-07,137
eLt5gkTK2Eo,UC-9b7aDP6ZN0coj9-xFnrtw,2022-03-08,153
eLt5gkTK2Eo,UC-9b7aDP6ZN0coj9-xFnrtw,2022-03-09,139
eLt5gkTK2Eo,UC-9b7aDP6ZN0coj9-xFnrtw,2022-03-10,99
eLt5gkTK2Eo,UC-9b7aDP6ZN0coj9-xFnrtw,2022-03-11,108
eLt5gkTK2Eo,UC-9b7aDP6ZN0coj9-xFnrtw,2022-03-12,112
eLt5gkTK2Eo,UC-9b7aDP6ZN0coj9-xFnrtw,2022-03-13,108
eLt5gkTK2Eo,UC-9b7aDP6ZN0coj9-xFnrtw,2022-03-14,116
UGKCfmyqSOM,UC-9b7aDP6ZN0coj9-xFnrtw,2022-03-03,93
UGKCfmyqSOM,UC-9b7aDP6ZN0coj9-xFnrtw,2022-03-04,83
UGKCfmyqSOM,UC-9b7aDP6ZN0coj9-xFnrtw,2022-03-05,109
UGKCfmyqSOM,UC-9b7aDP6ZN0coj9-xFnrtw,2022-03-06,125
UGKCfmyqSOM,UC-9b7aDP6ZN0coj9-xFnrtw,2022-03-07,152
UGKCfmyqSOM,UC-9b7aDP6ZN0coj9-xFnrtw,2022-03-08,142
UGKCfmyqSOM,UC-9b7aDP6ZN0coj9-xFnrtw,2022-03-09,130
UGKCfmyqSOM,UC-9b7aDP6ZN0coj9-xFnrtw,2022-03-10,141
UGKCfmyqSOM,UC-9b7aDP6ZN0coj9-xFnrtw,2022-03-11,96
UGKCfmyqSOM,UC-9b7aDP6ZN0coj9-xFnrtw,2022-03-12,130
UGKCfmyqSOM,UC-9b7aDP6ZN0coj9-xFnrtw,2022-03-13,149
UGKCfmyqSOM,UC-9b7aDP6ZN0coj9-xFnrtw,2022-03-14,128
Sv2e4f3nk6s,UC-9b7aDP6ZN0coj9-xFnrtw,2022-03-03,57
Sv2e4f3nk6s,UC-9b7aDP6ZN0coj9-xFnrtw,2022-03-04,73
Sv2e4f3nk6s,UC-9b7aDP6ZN0coj9-xFnrtw,2022-03-05,69
Sv2e4f3nk6s,UC-9b7aDP6ZN0coj9-xFnrtw,2022-03-06,69
Sv2e4f3nk6s,UC-9b7aDP6ZN0coj9-xFnrtw,2022-03-07,99
Sv2e4f3nk6s,UC-9b7aDP6ZN0coj9-xFnrtw,2022-03-08,98
Sv2e4f3nk6s,UC-9b7aDP6ZN0coj9-xFnrtw,2022-03-09,143
Sv2e4f3nk6s,UC-9b7aDP6ZN0coj9-xFnrtw,2022-03-10,72
Sv2e4f3nk6s,UC-9b7aDP6ZN0coj9-xFnrtw,2022-03-11,62
Sv2e4f3nk6s,UC-9b7aDP6ZN0coj9-xFnrtw,2022-03-12,82
Sv2e4f3nk6s,UC-9b7aDP6ZN0coj9-xFnrtw,2022-03-13,77
Sv2e4f3nk6s,UC-9b7aDP6ZN0coj9-xFnrtw,2022-03-14,81
Xo6w5QVrABc,UC-9b7aDP6ZN0coj9-xFnrtw,2022-03-03,1947
Xo6w5QVrABc,UC-9b7aDP6ZN0coj9-xFnrtw,2022-03-04,1964
Xo6w5QVrABc,UC-9b7aDP6ZN0coj9-xFnrtw,2022-03-05,1672
Xo6w5QVrABc,UC-9b7aDP6ZN0coj9-xFnrtw,2022-03-06,1997
Xo6w5QVrABc,UC-9b7aDP6ZN0coj9-xFnrtw,2022-03-07,3471
Xo6w5QVrABc,UC-9b7aDP6ZN0coj9-xFnrtw,2022-03-08,3773
Xo6w5QVrABc,UC-9b7aDP6ZN0coj9-xFnrtw,2022-03-09,3702
Xo6w5QVrABc,UC-9b7aDP6ZN0coj9-xFnrtw,2022-03-10,2683
Xo6w5QVrABc,UC-9b7aDP6ZN0coj9-xFnrtw,2022-03-11,3364
Xo6w5QVrABc,UC-9b7aDP6ZN0coj9-xFnrtw,2022-03-12,4356
Xo6w5QVrABc,UC-9b7aDP6ZN0coj9-xFnrtw,2022-03-13,4319
Xo6w5QVrABc,UC-9b7aDP6ZN0coj9-xFnrtw,2022-03-14,4162
5KXzvIu4Dbw,UC-9b7aDP6ZN0coj9-xFnrtw,2022-03-03,20
5KXzvIu4Dbw,UC-9b7aDP6ZN0coj9-xFnrtw,2022-03-04,17
5KXzvIu4Dbw,UC-9b7aDP6ZN0coj9-xFnrtw,2022-03-05,32
5KXzvIu4Dbw,UC-9b7aDP6ZN0coj9-xFnrtw,2022-03-06,41
5KXzvIu4Dbw,UC-9b7aDP6ZN0coj9-xFnrtw,2022-03-07,45
5KXzvIu4Dbw,UC-9b7aDP6ZN0coj9-xFnrtw,2022-03-08,57
5KXzvIu4Dbw,UC-9b7aDP6ZN0coj9-xFnrtw,2022-03-09,51
5KXzvIu4Dbw,UC-9b7aDP6ZN0coj9-xFnrtw,2022-03-10,38
5KXzvIu4Dbw,UC-9b7aDP6ZN0coj9-xFnrtw,2022-03-11,43
5KXzvIu4Dbw,UC-9b7aDP6ZN0coj9-xFnrtw,2022-03-12,42
5KXzvIu4Dbw,UC-9b7aDP6ZN0coj9-xFnrtw,2022-03-13,38
5KXzvIu4Dbw,UC-9b7aDP6ZN0coj9-xFnrtw,2022-03-14,34
x5whyyaFxAQ,UC-9b7aDP6ZN0coj9-xFnrtw,2022-03-03,48
x5whyyaFxAQ,UC-9b7aDP6ZN0coj9-xFnrtw,2022-03-04,33
x5whyyaFxAQ,UC-9b7aDP6ZN0coj9-xFnrtw,2022-03-05,53
x5whyyaFxAQ,UC-9b7aDP6ZN0coj9-xFnrtw,2022-03-06,41
x5whyyaFxAQ,UC-9b7aDP6ZN0coj9-xFnrtw,2022-03-07,94
x5whyyaFxAQ,UC-9b7aDP6ZN0coj9-xFnrtw,2022-03-08,520
x5whyyaFxAQ,UC-9b7aDP6ZN0coj9-xFnrtw,2022-03-09,586
x5whyyaFxAQ,UC-9b7aDP6ZN0coj9-xFnrtw,2022-03-10,125
x5whyyaFxAQ,UC-9b7aDP6ZN0coj9-xFnrtw,2022-03-11,73
x5whyyaFxAQ,UC-9b7aDP6ZN0coj9-xFnrtw,2022-03-12,49
x5whyyaFxAQ,UC-9b7aDP6ZN0coj9-xFnrtw,2022-03-13,46
x5whyyaFxAQ,UC-9b7aDP6ZN0coj9-xFnrtw,2022-03-14,67
Rb5Qcemi2bM,UC-9b7aDP6ZN0coj9-xFnrtw,2022-03-03,133
Rb5Qcemi2bM,UC-9b7aDP6ZN0coj9-xFnrtw,2022-03-04,134
Rb5Qcemi2bM,UC-9b7aDP6ZN0coj9-xFnrtw,2022-03-05,146
Rb5Qcemi2bM,UC-9b7aDP6ZN0coj9-xFnrtw,2022-03-06,157
Rb5Qcemi2bM,UC-9b7aDP6ZN0coj9-xFnrtw,2022-03-07,362
Rb5Qcemi2bM,UC-9b7aDP6ZN0coj9-xFnrtw,2022-03-08,1134
Rb5Qcemi2bM,UC-9b7aDP6ZN0coj9-xFnrtw,2022-03-09,2002
Rb5Qcemi2bM,UC-9b7aDP6ZN0coj9-xFnrtw,2022-03-10,1179
Rb5Qcemi2bM,UC-9b7aDP6ZN0coj9-xFnrtw,2022-03-11,1195
Rb5Qcemi2bM,UC-9b7aDP6ZN0coj9-xFnrtw,2022-03-12,1357
Rb5Qcemi2bM,UC-9b7aDP6ZN0coj9-xFnrtw,2022-03-13,1410
Rb5Qcemi2bM,UC-9b7aDP6ZN0coj9-xFnrtw,2022-03-14,1910
8Sb4ZBRVyS4,UC-9b7aDP6ZN0coj9-xFnrtw,2022-03-03,90
8Sb4ZBRVyS4,UC-9b7aDP6ZN0coj9-xFnrtw,2022-03-04,80
8Sb4ZBRVyS4,UC-9b7aDP6ZN0coj9-xFnrtw,2022-03-05,74
8Sb4ZBRVyS4,UC-9b7aDP6ZN0coj9-xFnrtw,2022-03-06,102
8Sb4ZBRVyS4,UC-9b7aDP6ZN0coj9-xFnrtw,2022-03-07,160
8Sb4ZBRVyS4,UC-9b7aDP6ZN0coj9-xFnrtw,2022-03-08,192
8Sb4ZBRVyS4,UC-9b7aDP6ZN0coj9-xFnrtw,2022-03-09,185
8Sb4ZBRVyS4,UC-9b7aDP6ZN0coj9-xFnrtw,2022-03-10,174
8Sb4ZBRVyS4,UC-9b7aDP6ZN0coj9-xFnrtw,2022-03-11,137
8Sb4ZBRVyS4,UC-9b7aDP6ZN0coj9-xFnrtw,2022-03-12,152
8Sb4ZBRVyS4,UC-9b7aDP6ZN0coj9-xFnrtw,2022-03-13,159
8Sb4ZBRVyS4,UC-9b7aDP6ZN0coj9-xFnrtw,2022-03-14,178
T8PU04KOXMw,UC-9b7aDP6ZN0coj9-xFnrtw,2022-03-03,26
T8PU04KOXMw,UC-9b7aDP6ZN0coj9-xFnrtw,2022-03-04,19
T8PU04KOXMw,UC-9b7aDP6ZN0coj9-xFnrtw,2022-03-05,23
T8PU04KOXMw,UC-9b7aDP6ZN0coj9-xFnrtw,2022-03-06,33
T8PU04KOXMw,UC-9b7aDP6ZN0coj9-xFnrtw,2022-03-07,34
T8PU04KOXMw,UC-9b7aDP6ZN0coj9-xFnrtw,2022-03-08,142
T8PU04KOXMw,UC-9b7aDP6ZN0coj9-xFnrtw,2022-03-09,217
T8PU04KOXMw,UC-9b7aDP6ZN0coj9-xFnrtw,2022-03-10,35
T8PU04KOXMw,UC-9b7aDP6ZN0coj9-xFnrtw,2022-03-11,25
T8PU04KOXMw,UC-9b7aDP6ZN0coj9-xFnrtw,2022-03-12,29
T8PU04KOXMw,UC-9b7aDP6ZN0coj9-xFnrtw,2022-03-13,29
T8PU04KOXMw,UC-9b7aDP6ZN0coj9-xFnrtw,2022-03-14,39
V_sR94Yuf68,UC-9b7aDP6ZN0coj9-xFnrtw,2022-03-03,257
V_sR94Yuf68,UC-9b7aDP6ZN0coj9-xFnrtw,2022-03-04,253
V_sR94Yuf68,UC-9b7aDP6ZN0coj9-xFnrtw,2022-03-05,221
V_sR94Yuf68,UC-9b7aDP6ZN0coj9-xFnrtw,2022-03-06,221
V_sR94Yuf68,UC-9b7aDP6ZN0coj9-xFnrtw,2022-03-07,332
V_sR94Yuf68,UC-9b7aDP6ZN0coj9-xFnrtw,2022-03-08,643
V_sR94Yuf68,UC-9b7aDP6ZN0coj9-xFnrtw,2022-03-09,914
V_sR94Yuf68,UC-9b7aDP6ZN0coj9-xFnrtw,2022-03-10,745
V_sR94Yuf68,UC-9b7aDP6ZN0coj9-xFnrtw,2022-03-11,578
V_sR94Yuf68,UC-9b7aDP6ZN0coj9-xFnrtw,2022-03-12,455
V_sR94Yuf68,UC-9b7aDP6ZN0coj9-xFnrtw,2022-03-13,579
V_sR94Yuf68,UC-9b7aDP6ZN0coj9-xFnrtw,2022-03-14,574
8Yeay2nE_cI,UC-9b7aDP6ZN0coj9-xFnrtw,2022-03-03,122
8Yeay2nE_cI,UC-9b7aDP6ZN0coj9-xFnrtw,2022-03-04,121
8Yeay2nE_cI,UC-9b7aDP6ZN0coj9-xFnrtw,2022-03-05,139
8Yeay2nE_cI,UC-9b7aDP6ZN0coj9-xFnrtw,2022-03-06,129
8Yeay2nE_cI,UC-9b7aDP6ZN0coj9-xFnrtw,2022-03-07,207
8Yeay2nE_cI,UC-9b7aDP6ZN0coj9-xFnrtw,2022-03-08,330
8Yeay2nE_cI,UC-9b7aDP6ZN0coj9-xFnrtw,2022-03-09,843
8Yeay2nE_cI,UC-9b7aDP6ZN0coj9-xFnrtw,2022-03-10,521
8Yeay2nE_cI,UC-9b7aDP6ZN0coj9-xFnrtw,2022-03-11,213
8Yeay2nE_cI,UC-9b7aDP6ZN0coj9-xFnrtw,2022-03-12,229
8Yeay2nE_cI,UC-9b7aDP6ZN0coj9-xFnrtw,2022-03-13,235
8Yeay2nE_cI,UC-9b7aDP6ZN0coj9-xFnrtw,2022-03-14,210
LqXZb_fowWI,UC-9b7aDP6ZN0coj9-xFnrtw,2022-03-03,121
LqXZb_fowWI,UC-9b7aDP6ZN0coj9-xFnrtw,2022-03-04,102
LqXZb_fowWI,UC-9b7aDP6ZN0coj9-xFnrtw,2022-03-05,112
LqXZb_fowWI,UC-9b7aDP6ZN0coj9-xFnrtw,2022-03-06,101
LqXZb_fowWI,UC-9b7aDP6ZN0coj9-xFnrtw,2022-03-07,115
LqXZb_fowWI,UC-9b7aDP6ZN0coj9-xFnrtw,2022-03-08,115
LqXZb_fowWI,UC-9b7aDP6ZN0coj9-xFnrtw,2022-03-09,87
LqXZb_fowWI,UC-9b7aDP6ZN0coj9-xFnrtw,2022-03-10,106
LqXZb_fowWI,UC-9b7aDP6ZN0coj9-xFnrtw,2022-03-11,82
LqXZb_fowWI,UC-9b7aDP6ZN0coj9-xFnrtw,2022-03-12,71
LqXZb_fowWI,UC-9b7aDP6ZN0coj9-xFnrtw,2022-03-13,85
LqXZb_fowWI,UC-9b7aDP6ZN0coj9-xFnrtw,2022-03-14,100
NJAfP9QLkN8,UC-9b7aDP6ZN0coj9-xFnrtw,2022-03-03,283
NJAfP9QLkN8,UC-9b7aDP6ZN0coj9-xFnrtw,2022-03-04,324
NJAfP9QLkN8,UC-9b7aDP6ZN0coj9-xFnrtw,2022-03-05,328
NJAfP9QLkN8,UC-9b7aDP6ZN0coj9-xFnrtw,2022-03-06,322
NJAfP9QLkN8,UC-9b7aDP6ZN0coj9-xFnrtw,2022-03-07,198
NJAfP9QLkN8,UC-9b7aDP6ZN0coj9-xFnrtw,2022-03-08,249
NJAfP9QLkN8,UC-9b7aDP6ZN0coj9-xFnrtw,2022-03-09,329
NJAfP9QLkN8,UC-9b7aDP6ZN0coj9-xFnrtw,2022-03-10,351
NJAfP9QLkN8,UC-9b7aDP6ZN0coj9-xFnrtw,2022-03-11,263
NJAfP9QLkN8,UC-9b7aDP6ZN0coj9-xFnrtw,2022-03-12,333
NJAfP9QLkN8,UC-9b7aDP6ZN0coj9-xFnrtw,2022-03-13,389
NJAfP9QLkN8,UC-9b7aDP6ZN0coj9-xFnrtw,2022-03-14,319
LNxtQpa7L8c,UC-9b7aDP6ZN0coj9-xFnrtw,2022-03-03,49
LNxtQpa7L8c,UC-9b7aDP6ZN0coj9-xFnrtw,2022-03-04,71
LNxtQpa7L8c,UC-9b7aDP6ZN0coj9-xFnrtw,2022-03-05,55
LNxtQpa7L8c,UC-9b7aDP6ZN0coj9-xFnrtw,2022-03-06,46
LNxtQpa7L8c,UC-9b7aDP6ZN0coj9-xFnrtw,2022-03-07,74
LNxtQpa7L8c,UC-9b7aDP6ZN0coj9-xFnrtw,2022-03-08,53
LNxtQpa7L8c,UC-9b7aDP6ZN0coj9-xFnrtw,2022-03-09,85
LNxtQpa7L8c,UC-9b7aDP6ZN0coj9-xFnrtw,2022-03-10,89
LNxtQpa7L8c,UC-9b7aDP6ZN0coj9-xFnrtw,2022-03-11,57
LNxtQpa7L8c,UC-9b7aDP6ZN0coj9-xFnrtw,2022-03-12,70
LNxtQpa7L8c,UC-9b7aDP6ZN0coj9-xFnrtw,2022-03-13,57
LNxtQpa7L8c,UC-9b7aDP6ZN0coj9-xFnrtw,2022-03-14,45
bvoUzo6OIuQ,UC-9b7aDP6ZN0coj9-xFnrtw,2022-03-03,98
bvoUzo6OIuQ,UC-9b7aDP6ZN0coj9-xFnrtw,2022-03-04,52
bvoUzo6OIuQ,UC-9b7aDP6ZN0coj9-xFnrtw,2022-03-05,43
bvoUzo6OIuQ,UC-9b7aDP6ZN0coj9-xFnrtw,2022-03-06,72
bvoUzo6OIuQ,UC-9b7aDP6ZN0coj9-xFnrtw,2022-03-07,64
bvoUzo6OIuQ,UC-9b7aDP6ZN0coj9-xFnrtw,2022-03-08,45
bvoUzo6OIuQ,UC-9b7aDP6ZN0coj9-xFnrtw,2022-03-09,75
bvoUzo6OIuQ,UC-9b7aDP6ZN0coj9-xFnrtw,2022-03-10,63
bvoUzo6OIuQ,UC-9b7aDP6ZN0coj9-xFnrtw,2022-03-11,42
bvoUzo6OIuQ,UC-9b7aDP6ZN0coj9-xFnrtw,2022-03-12,39
bvoUzo6OIuQ,UC-9b7aDP6ZN0coj9-xFnrtw,2022-03-13,30
bvoUzo6OIuQ,UC-9b7aDP6ZN0coj9-xFnrtw,2022-03-14,39
-SVm-kf6uk8,UC-9b7aDP6ZN0coj9-xFnrtw,2022-03-03,108
-SVm-kf6uk8,UC-9b7aDP6ZN0coj9-xFnrtw,2022-03-04,73
-SVm-kf6uk8,UC-9b7aDP6ZN0coj9-xFnrtw,2022-03-05,91
-SVm-kf6uk8,UC-9b7aDP6ZN0coj9-xFnrtw,2022-03-06,153
-SVm-kf6uk8,UC-9b7aDP6ZN0coj9-xFnrtw,2022-03-07,137
-SVm-kf6uk8,UC-9b7aDP6ZN0coj9-xFnrtw,2022-03-08,126
-SVm-kf6uk8,UC-9b7aDP6ZN0coj9-xFnrtw,2022-03-09,145
-SVm-kf6uk8,UC-9b7aDP6ZN0coj9-xFnrtw,2022-03-10,136
-SVm-kf6uk8,UC-9b7aDP6ZN0coj9-xFnrtw,2022-03-11,108
-SVm-kf6uk8,UC-9b7aDP6ZN0coj9-xFnrtw,2022-03-12,99
-SVm-kf6uk8,UC-9b7aDP6ZN0coj9-xFnrtw,2022-03-13,86
-SVm-kf6uk8,UC-9b7aDP6ZN0coj9-xFnrtw,2022-03-14,91
1MwGXzKjFfY,UC-9b7aDP6ZN0coj9-xFnrtw,2022-03-03,210
1MwGXzKjFfY,UC-9b7aDP6ZN0coj9-xFnrtw,2022-03-04,186
1MwGXzKjFfY,UC-9b7aDP6ZN0coj9-xFnrtw,2022-03-05,185
1MwGXzKjFfY,UC-9b7aDP6ZN0coj9-xFnrtw,2022-03-06,182
1MwGXzKjFfY,UC-9b7aDP6ZN0coj9-xFnrtw,2022-03-07,176
1MwGXzKjFfY,UC-9b7aDP6ZN0coj9-xFnrtw,2022-03-08,232
1MwGXzKjFfY,UC-9b7aDP6ZN0coj9-xFnrtw,2022-03-09,264
1MwGXzKjFfY,UC-9b7aDP6ZN0coj9-xFnrtw,2022-03-10,279
1MwGXzKjFfY,UC-9b7aDP6ZN0coj9-xFnrtw,2022-03-11,224
1MwGXzKjFfY,UC-9b7aDP6ZN0coj9-xFnrtw,2022-03-12,226
1MwGXzKjFfY,UC-9b7aDP6ZN0coj9-xFnrtw,2022-03-13,277
1MwGXzKjFfY,UC-9b7aDP6ZN0coj9-xFnrtw,2022-03-14,289
XuUAUiklf0E,UC-9b7aDP6ZN0coj9-xFnrtw,2022-03-03,36
XuUAUiklf0E,UC-9b7aDP6ZN0coj9-xFnrtw,2022-03-04,32
XuUAUiklf0E,UC-9b7aDP6ZN0coj9-xFnrtw,2022-03-05,24
XuUAUiklf0E,UC-9b7aDP6ZN0coj9-xFnrtw,2022-03-06,40
XuUAUiklf0E,UC-9b7aDP6ZN0coj9-xFnrtw,2022-03-07,26
XuUAUiklf0E,UC-9b7aDP6ZN0coj9-xFnrtw,2022-03-08,49
XuUAUiklf0E,UC-9b7aDP6ZN0coj9-xFnrtw,2022-03-09,47
XuUAUiklf0E,UC-9b7aDP6ZN0coj9-xFnrtw,2022-03-10,38
XuUAUiklf0E,UC-9b7aDP6ZN0coj9-xFnrtw,2022-03-11,36
XuUAUiklf0E,UC-9b7aDP6ZN0coj9-xFnrtw,2022-03-12,52
XuUAUiklf0E,UC-9b7aDP6ZN0coj9-xFnrtw,2022-03-13,37
XuUAUiklf0E,UC-9b7aDP6ZN0coj9-xFnrtw,2022-03-14,41
KmcPUE9M3OY,UC-9b7aDP6ZN0coj9-xFnrtw,2022-03-03,103
KmcPUE9M3OY,UC-9b7aDP6ZN0coj9-xFnrtw,2022-03-04,72
KmcPUE9M3OY,UC-9b7aDP6ZN0coj9-xFnrtw,2022-03-05,131
KmcPUE9M3OY,UC-9b7aDP6ZN0coj9-xFnrtw,2022-03-06,143
KmcPUE9M3OY,UC-9b7aDP6ZN0coj9-xFnrtw,2022-03-07,102
KmcPUE9M3OY,UC-9b7aDP6ZN0coj9-xFnrtw,2022-03-08,117
KmcPUE9M3OY,UC-9b7aDP6ZN0coj9-xFnrtw,2022-03-09,187
KmcPUE9M3OY,UC-9b7aDP6ZN0coj9-xFnrtw,2022-03-10,172
KmcPUE9M3OY,UC-9b7aDP6ZN0coj9-xFnrtw,2022-03-11,139
KmcPUE9M3OY,UC-9b7aDP6ZN0coj9-xFnrtw,2022-03-12,127
KmcPUE9M3OY,UC-9b7aDP6ZN0coj9-xFnrtw,2022-03-13,138
KmcPUE9M3OY,UC-9b7aDP6ZN0coj9-xFnrtw,2022-03-14,122
gkuRM04Ck8Y,UC-9b7aDP6ZN0coj9-xFnrtw,2022-03-03,175
gkuRM04Ck8Y,UC-9b7aDP6ZN0coj9-xFnrtw,2022-03-04,149
gkuRM04Ck8Y,UC-9b7aDP6ZN0coj9-xFnrtw,2022-03-05,190
gkuRM04Ck8Y,UC-9b7aDP6ZN0coj9-xFnrtw,2022-03-06,200
gkuRM04Ck8Y,UC-9b7aDP6ZN0coj9-xFnrtw,2022-03-07,131
gkuRM04Ck8Y,UC-9b7aDP6ZN0coj9-xFnrtw,2022-03-08,140
gkuRM04Ck8Y,UC-9b7aDP6ZN0coj9-xFnrtw,2022-03-09,166
gkuRM04Ck8Y,UC-9b7aDP6ZN0coj9-xFnrtw,2022-03-10,166
gkuRM04Ck8Y,UC-9b7aDP6ZN0coj9-xFnrtw,2022-03-11,161
gkuRM04Ck8Y,UC-9b7aDP6ZN0coj9-xFnrtw,2022-03-12,181
gkuRM04Ck8Y,UC-9b7aDP6ZN0coj9-xFnrtw,2022-03-13,214
gkuRM04Ck8Y,UC-9b7aDP6ZN0coj9-xFnrtw,2022-03-14,201
weKfI5UPen8,UC-9b7aDP6ZN0coj9-xFnrtw,2022-03-03,49
weKfI5UPen8,UC-9b7aDP6ZN0coj9-xFnrtw,2022-03-04,50
weKfI5UPen8,UC-9b7aDP6ZN0coj9-xFnrtw,2022-03-05,56
weKfI5UPen8,UC-9b7aDP6ZN0coj9-xFnrtw,2022-03-06,52
weKfI5UPen8,UC-9b7aDP6ZN0coj9-xFnrtw,2022-03-07,70
weKfI5UPen8,UC-9b7aDP6ZN0coj9-xFnrtw,2022-03-08,70
weKfI5UPen8,UC-9b7aDP6ZN0coj9-xFnrtw,2022-03-09,83
weKfI5UPen8,UC-9b7aDP6ZN0coj9-xFnrtw,2022-03-10,76
weKfI5UPen8,UC-9b7aDP6ZN0coj9-xFnrtw,2022-03-11,48
weKfI5UPen8,UC-9b7aDP6ZN0coj9-xFnrtw,2022-03-12,60
weKfI5UPen8,UC-9b7aDP6ZN0coj9-xFnrtw,2022-03-13,56
weKfI5UPen8,UC-9b7aDP6ZN0coj9-xFnrtw,2022-03-14,63
qDS-xw_ECm8,UC-9b7aDP6ZN0coj9-xFnrtw,2022-03-03,52
qDS-xw_ECm8,UC-9b7aDP6ZN0coj9-xFnrtw,2022-03-04,38
qDS-xw_ECm8,UC-9b7aDP6ZN0coj9-xFnrtw,2022-03-05,29
qDS-xw_ECm8,UC-9b7aDP6ZN0coj9-xFnrtw,2022-03-06,51
qDS-xw_ECm8,UC-9b7aDP6ZN0coj9-xFnrtw,2022-03-07,58
qDS-xw_ECm8,UC-9b7aDP6ZN0coj9-xFnrtw,2022-03-08,58
qDS-xw_ECm8,UC-9b7aDP6ZN0coj9-xFnrtw,2022-03-09,48
qDS-xw_ECm8,UC-9b7aDP6ZN0coj9-xFnrtw,2022-03-10,48
qDS-xw_ECm8,UC-9b7aDP6ZN0coj9-xFnrtw,2022-03-11,42
qDS-xw_ECm8,UC-9b7aDP6ZN0coj9-xFnrtw,2022-03-12,27
qDS-xw_ECm8,UC-9b7aDP6ZN0coj9-xFnrtw,2022-03-13,49
qDS-xw_ECm8,UC-9b7aDP6ZN0coj9-xFnrtw,2022-03-14,48
bp_dmltPLIw,UC-9b7aDP6ZN0coj9-xFnrtw,2022-03-03,148
bp_dmltPLIw,UC-9b7aDP6ZN0coj9-xFnrtw,2022-03-04,148
bp_dmltPLIw,UC-9b7aDP6ZN0coj9-xFnrtw,2022-03-05,90
