videoID,day,views
3FvwXPeNL-M,2022-03-09,21
3FvwXPeNL-M,2022-03-10,16
3FvwXPeNL-M,2022-03-11,11
3FvwXPeNL-M,2022-03-12,14
3FvwXPeNL-M,2022-03-13,18
3FvwXPeNL-M,2022-03-14,15
