videoID,day,views
TpOwwe97PU4,2022-03-09,28
TpOwwe97PU4,2022-03-10,20
TpOwwe97PU4,2022-03-11,16
TpOwwe97PU4,2022-03-12,22
TpOwwe97PU4,2022-03-13,30
TpOwwe97PU4,2022-03-14,24
