videoID,day,views
BodG-IMuvyo,2022-03-03,11
BodG-IMuvyo,2022-03-04,5
BodG-IMuvyo,2022-03-05,10
BodG-IMuvyo,2022-03-06,10
BodG-IMuvyo,2022-03-07,8
BodG-IMuvyo,2022-03-08,10
BodG-IMuvyo,2022-03-09,20
BodG-IMuvyo,2022-03-10,11
BodG-IMuvyo,2022-03-11,10
BodG-IMuvyo,2022-03-12,10
BodG-IMuvyo,2022-03-13,12
BodG-IMuvyo,2022-03-14,14
