videoID,day,views
4OXhZgFZm4c,2022-03-09,71
4OXhZgFZm4c,2022-03-10,62
4OXhZgFZm4c,2022-03-11,92
4OXhZgFZm4c,2022-03-12,68
4OXhZgFZm4c,2022-03-13,56
4OXhZgFZm4c,2022-03-14,94
