videoID,day,views
MmGlg-tVk0E,2022-03-09,56
MmGlg-tVk0E,2022-03-10,29
MmGlg-tVk0E,2022-03-11,45
MmGlg-tVk0E,2022-03-12,45
MmGlg-tVk0E,2022-03-13,59
MmGlg-tVk0E,2022-03-14,48
